"State","Facility Name","Facility ID","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"AL","Barry",3,"2010-01-01",0,908,,4393.521,651.7,3150.801,7417.4
"AL","Barry",3,"2010-01-01",1,894,,3870.619,599.3,2919.9,6906.1
"AL","Barry",3,"2010-01-01",2,879,,3741.127,587,2976.701,6792.3
"AL","Barry",3,"2010-01-01",3,881,,3696.44,583.1,2981.301,6762.5
"AL","Barry",3,"2010-01-01",4,892,,3805.544,599.8,3011.601,6929
"AL","Barry",3,"2010-01-01",5,893,,3780.448,591.4,3003.3,6848.8
"AL","Barry",3,"2010-01-01",6,903,,3718.067,586.4,2960.7,6813.5
"AL","Barry",3,"2010-01-01",7,912,,3739.384,592.399,2952.001,6884.4
"AL","Barry",3,"2010-01-01",8,1057,,3987.274,666.3,3075.9,7948.8
"AL","Barry",3,"2010-01-01",9,1187,,4945.061,776.5,3234.3,9084.9
"AL","Barry",3,"2010-01-01",10,1206,,5185.951,796.6,3186.1,9272.7
"AL","Barry",3,"2010-01-01",11,1157,,5036.171,767.601,3132.8,8933.3
"AL","Barry",3,"2010-01-01",12,1073,,4984.263,734.2,3096.4,8392.6
"AL","Barry",3,"2010-01-01",13,1025,,5174.748,736.801,3099.499,8265.7
"AL","Barry",3,"2010-01-01",14,935,,4185.848,629.1,3264.4,7216.6
"AL","Barry",3,"2010-01-01",15,923,,4015.264,608.4,3083.9,7026.9
"AL","Barry",3,"2010-01-01",16,1109,,5436.348,780.7,3406.101,8904.6
"AL","Barry",3,"2010-01-01",17,1229,,5673.656,835.5,3273,9653.5
"AL","Barry",3,"2010-01-01",18,1239,,5934.258,862.7,3360.3,9920.9
"AL","Barry",3,"2010-01-01",19,1230,,5749.658,841.6,3189.9,9715.8
"AL","Barry",3,"2010-01-01",20,1221,,5513.758,818.801,3254.9,9492.9
"AL","Barry",3,"2010-01-01",21,1255,,5980.26,868.901,3192.9,9983.3
"AL","Barry",3,"2010-01-01",22,1247,,5897.161,857.8,3299.5,9876.7
"AL","Barry",3,"2010-01-01",23,1238,,5503.521,819.799,3430.3,9545.95
"AL","Barry",3,"2010-01-02",0,1329,,6023.811,922.2,3478.4,10887.8
"AL","Barry",3,"2010-01-02",1,1348,,5843.374,916.3,3435.7,10946.2
"AL","Barry",3,"2010-01-02",2,1469,,5869.557,962.5,3332.6,11664.8
"AL","Barry",3,"2010-01-02",3,1622,,5804.498,1006.601,3338.2,12475.5
"AL","Barry",3,"2010-01-02",4,1534,,5779.388,952.649,3358.699,11591.05
"AL","Barry",3,"2010-01-02",5,1592,,5377.739,967.4,3283.499,12121
"AL","Barry",3,"2010-01-02",6,1783,,5462.007,1044.5,3180.999,13339.9
"AL","Barry",3,"2010-01-02",7,1821,,5728.707,1087.3,3036.399,13759.4
"AL","Barry",3,"2010-01-02",8,1827,,5436.599,1068.1,3048,13566
"AL","Barry",3,"2010-01-02",9,1856,,5371.987,1065.7,3046.4,13533.1
"AL","Barry",3,"2010-01-02",10,1850,,5350.653,1061.7,2993.199,13469.3
"AL","Barry",3,"2010-01-02",11,1806,,4924.039,1021.801,2958.699,13070.8
"AL","Barry",3,"2010-01-02",12,1829,,5168.436,1049.5,3030.299,13339.6
"AL","Barry",3,"2010-01-02",13,1850,,5273.137,1072,2843.1,13558.8
"AL","Barry",3,"2010-01-02",14,1803,,4926.64,1037.2,3005.001,13223.4
"AL","Barry",3,"2010-01-02",15,1869,,5331.594,1085,2844.3,13725.4
"AL","Barry",3,"2010-01-02",16,1852,,5134.531,1072.299,2774.801,13627.7
"AL","Barry",3,"2010-01-02",17,1888,,5180.145,1081.1,2918.3,13724
"AL","Barry",3,"2010-01-02",18,1926,,5418.551,1111.1,3065.7,14020.8
"AL","Barry",3,"2010-01-02",19,1925,,5400.662,1108,3061.101,13998.5
"AL","Barry",3,"2010-01-02",20,1900,,5210.079,1088.201,2877.901,13817.1
"AL","Barry",3,"2010-01-02",21,1912,,5352.889,1110,2964.799,14036.3
"AL","Barry",3,"2010-01-02",22,1920,,5379.604,1111.4,2995.2,14061.1
"AL","Barry",3,"2010-01-02",23,1920,,5325.904,1109.801,3045.899,14046.3
"AL","Barry",3,"2010-01-03",0,1876,,5312.89,1094.299,2922.5,13813
"AL","Barry",3,"2010-01-03",1,1903,,5389.109,1104.999,2984,13931.8
"AL","Barry",3,"2010-01-03",2,1895,,5397.812,1109.2,2936.9,13975.1
"AL","Barry",3,"2010-01-03",3,1922,,5475.605,1126.5,2940.1,14209.7
"AL","Barry",3,"2010-01-03",4,1952,,5537.12,1136.699,2955.399,14318.2
"AL","Barry",3,"2010-01-03",5,1953,,5560.925,1138,2922,14335.6
"AL","Barry",3,"2010-01-03",6,1954,,5499.125,1132.001,2983.5,14275.4
"AL","Barry",3,"2010-01-03",7,1954,,5469.424,1132.999,2917.899,14286.2
"AL","Barry",3,"2010-01-03",8,1950,,5200.113,1071.9,2854.899,13682
"AL","Barry",3,"2010-01-03",9,1948,,5566.297,1135.5,2848.3,14291.2
"AL","Barry",3,"2010-01-03",10,1952,,5618.087,1137.201,2782.3,14301.6
"AL","Barry",3,"2010-01-03",11,1916,,5681.252,1133.4,2742.401,14167
"AL","Barry",3,"2010-01-03",12,1867,,5669.21,1117.5,2697.6,13915.1
"AL","Barry",3,"2010-01-03",13,1826,,5678.951,1102.3,2696.6,13654.8
"AL","Barry",3,"2010-01-03",14,1745,,5702.165,1079.9,2700,13236.8
"AL","Barry",3,"2010-01-03",15,1755,,5780.264,1087.1,2671.4,13303.1
"AL","Barry",3,"2010-01-03",16,1910,,6005.36,1159.599,2687.2,14358.9
"AL","Barry",3,"2010-01-03",17,1951,,6174.264,1183.9,2756.4,14669.5
"AL","Barry",3,"2010-01-03",18,1945,,6152.074,1183.4,2800.6,14671.3
"AL","Barry",3,"2010-01-03",19,1950,,6164.982,1182.799,2795.2,14671.5
"AL","Barry",3,"2010-01-03",20,1963,,6176.786,1184.201,2804.199,14686.9
"AL","Barry",3,"2010-01-03",21,1965,,6201.189,1186.6,2803.5,14713.2
"AL","Barry",3,"2010-01-03",22,1943,,6223.837,1183.2,2799.301,14645.7
"AL","Barry",3,"2010-01-03",23,1938,,6202.627,1181.2,2794.099,14618
"AL","Barry",3,"2010-01-04",0,1917,,6192.891,1176.3,2739,14543.4
"AL","Barry",3,"2010-01-04",1,1932,,6211.013,1179.399,2716.701,14590.3
"AL","Barry",3,"2010-01-04",2,1907,,6256.844,1177.1,2799.7,14518.9
"AL","Barry",3,"2010-01-04",3,1855,,6259.256,1159.9,2819.6,14218.3
"AL","Barry",3,"2010-01-04",4,1814,,6229.73,1144.8,2771.1,13982.9
"AL","Barry",3,"2010-01-04",5,1979,,6297.88,1204,2876.201,14946.9
"AL","Barry",3,"2010-01-04",6,2001,,6556.506,1221.4,2660.9,15133.8
"AL","Barry",3,"2010-01-04",7,2005,,6640.202,1233.4,2563,15250.3
"AL","Barry",3,"2010-01-04",8,2003,,6624.291,1226.699,2561.6,15176.7
"AL","Barry",3,"2010-01-04",9,1998,,6596.78,1221.399,2528.099,15116.5
"AL","Barry",3,"2010-01-04",10,1977,,6622.489,1213.2,2540.3,14972.7
"AL","Barry",3,"2010-01-04",11,1979,,6723.373,1216.699,2519.6,14995.8
"AL","Barry",3,"2010-01-04",12,1969,,6756.758,1222,2475,15037.1
"AL","Barry",3,"2010-01-04",13,1974,,6806.259,1222.5,2477.8,15041.8
"AL","Barry",3,"2010-01-04",14,1975,,6860.366,1226.5,2462.401,15087.9
"AL","Barry",3,"2010-01-04",15,1965,,6859.973,1226.4,2500.599,15090.9
"AL","Barry",3,"2010-01-04",16,1985,,6928.827,1241.1,2506.201,15270.7
"AL","Barry",3,"2010-01-04",17,2021,,6820.062,1240.701,2680,15291.9
"AL","Barry",3,"2010-01-04",18,2038,,6795.17,1247.6,2674.099,15363.9
"AL","Barry",3,"2010-01-04",19,2043,,6885.985,1256,2732.201,15455.8
"AL","Barry",3,"2010-01-04",20,2044,,6845.17,1253.7,2717.601,15423.8
"AL","Barry",3,"2010-01-04",21,2040,,6828.379,1254.5,2697,15438.3
"AL","Barry",3,"2010-01-04",22,2042,,6817.474,1253.101,2708.5,15420.8
"AL","Barry",3,"2010-01-04",23,2039,,6817.448,1252.901,2733.2,15401.1
"AL","Barry",3,"2010-01-05",0,2026,,6776.641,1241.1,2722.901,15211.8
"AL","Barry",3,"2010-01-05",1,2027,,6780.248,1243.1,2714,15236.8
"AL","Barry",3,"2010-01-05",2,2045,,6719.92,1252.099,2785.2,15443.3
"AL","Barry",3,"2010-01-05",3,2034,,6580.431,1237.601,2725.9,15310.1
"AL","Barry",3,"2010-01-05",4,2058,,6812.242,1263.501,2711.4,15570.7
"AL","Barry",3,"2010-01-05",5,2067,,6897.452,1273.401,2726,15674.8
"AL","Barry",3,"2010-01-05",6,2078,,6906.061,1273.6,2805.4,15682.6
"AL","Barry",3,"2010-01-05",7,2045,,6997.584,1281.699,2902.5,15706.3
"AL","Barry",3,"2010-01-05",8,1735,,6948.52,1162.575,2872.25,13729
"AL","Barry",3,"2010-01-05",9,1695,,6705.959,1138,2832.701,13585.8
"AL","Barry",3,"2010-01-05",10,1627,,6614.799,1088.3,2795.7,12920.75
"AL","Barry",3,"2010-01-05",11,1565,,6692.967,1087,2630,12815.5
"AL","Barry",3,"2010-01-05",12,1543,,6493.675,1063.9,2612.8,12596.1
"AL","Barry",3,"2010-01-05",13,1521,,6144.495,1040.4,2572.701,12381.2
"AL","Barry",3,"2010-01-05",14,1621,,6616.111,1068.1,2617.5,12663
"AL","Barry",3,"2010-01-05",15,1597,,6498.71,1080.399,2530.999,12711.4
"AL","Barry",3,"2010-01-05",16,1718,,6567.129,1141.2,2712.7,13597.1
"AL","Barry",3,"2010-01-05",17,2020,,6676.668,1260.2,2748.199,15415.2
"AL","Barry",3,"2010-01-05",18,2059,,6625.591,1268.399,2675.7,15582
"AL","Barry",3,"2010-01-05",19,2060,,6701.195,1275.2,2677.9,15651.3
"AL","Barry",3,"2010-01-05",20,2032,,6321.7,1226.3,2398.5,15177
"AL","Barry",3,"2010-01-05",21,2021,,6325.903,1225.599,2388.401,15172.7
"AL","Barry",3,"2010-01-05",22,2037,,6561,1260.401,2526.1,15510.5
"AL","Barry",3,"2010-01-05",23,2035,,6219.503,1225.9,2399.9,15176.9
"AL","Barry",3,"2010-01-06",0,2056,,6502.608,1260.701,2502.2,15519.9
"AL","Barry",3,"2010-01-06",1,2063,,6615.112,1271,2519.5,15621.7
"AL","Barry",3,"2010-01-06",2,2059,,6593.61,1267.4,2513.1,15586.8
"AL","Barry",3,"2010-01-06",3,1986,,5901.515,1186,2546.799,14796.8
"AL","Barry",3,"2010-01-06",4,2006,,6174.119,1215.1,2564.9,15080.8
"AL","Barry",3,"2010-01-06",5,2060,,6575.026,1264.1,2556.5,15565.4
"AL","Barry",3,"2010-01-06",6,2067,,6603.332,1269.1,2598.4,15616.7
"AL","Barry",3,"2010-01-06",7,2067,,6666.733,1273.701,2637.099,15664.2
"AL","Barry",3,"2010-01-06",8,2063,,6633.329,1270.601,2713.2,15628.5
"AL","Barry",3,"2010-01-06",9,2025,,6334.511,1233.099,2634.1,15252.2
"AL","Barry",3,"2010-01-06",10,1946,,5942.537,1181.901,2725.8,14700.4
"AL","Barry",3,"2010-01-06",11,1992,,6554.695,1251.999,2714.5,15286.1
"AL","Barry",3,"2010-01-06",12,1956,,6461.876,1239.199,2717.099,15076.9
"AL","Barry",3,"2010-01-06",13,1872,,6451.387,1205.201,2704,14472.9
"AL","Barry",3,"2010-01-06",14,1816,,6392.502,1184.3,2668.299,14137.9
"AL","Barry",3,"2010-01-06",15,1770,,6378.041,1167.7,2654.699,13864.1
"AL","Barry",3,"2010-01-06",16,1818,,6404.147,1192.9,2655.401,14254.8
"AL","Barry",3,"2010-01-06",17,1883,,6378.966,1214.399,2698.399,14615
"AL","Barry",3,"2010-01-06",18,2000,,6354.776,1252.099,2701.8,15272.2
"AL","Barry",3,"2010-01-06",19,2033,,6402.698,1265.7,2644.901,15489.6
"AL","Barry",3,"2010-01-06",20,2035,,6412.907,1266.3,2584.299,15501.3
"AL","Barry",3,"2010-01-06",21,2033,,6382.406,1260.9,2574.099,15448.5
"AL","Barry",3,"2010-01-06",22,2033,,6373.702,1260.5,2555.999,15443.1
"AL","Barry",3,"2010-01-06",23,2026,,6343.279,1250.001,2547.601,15325.3
"AL","Barry",3,"2010-01-07",0,2003,,6310.104,1240.599,2502.2,15179.8
"AL","Barry",3,"2010-01-07",1,1988,,6269.528,1230.499,2501.799,15028.3
"AL","Barry",3,"2010-01-07",2,2004,,6298.624,1244.199,2521.999,15228.6
"AL","Barry",3,"2010-01-07",3,1955,,6283.879,1232.6,2533.7,15014.7
"AL","Barry",3,"2010-01-07",4,1934,,6298.793,1226,2533.7,14889.1
"AL","Barry",3,"2010-01-07",5,1986,,6260.06,1240.601,2516.699,15149.9
"AL","Barry",3,"2010-01-07",6,2011,,6203.429,1244.101,2479.1,15231.8
"AL","Barry",3,"2010-01-07",7,1966,,6269.605,1245.499,2474.801,15158.4
"AL","Barry",3,"2010-01-07",8,1971,,6275.72,1241.5,2460.399,15130.2
"AL","Barry",3,"2010-01-07",9,1976,,6256.115,1234.6,2464.099,15058.4
"AL","Barry",3,"2010-01-07",10,1901,,6270.826,1207.101,2470.499,14588.3
"AL","Barry",3,"2010-01-07",11,1849,,6337.858,1194.999,2447.4,14354.1
"AL","Barry",3,"2010-01-07",12,1805,,6373.985,1183.5,2407.7,14121.2
"AL","Barry",3,"2010-01-07",13,1789,,6426.809,1177.501,2391.801,14008.1
"AL","Barry",3,"2010-01-07",14,1713,,6467.931,1155.299,2408.4,13596.1
"AL","Barry",3,"2010-01-07",15,1777,,6469.578,1178.401,2438.3,13994.6
"AL","Barry",3,"2010-01-07",16,1853,,6452.366,1206.3,2436.2,14468.9
"AL","Barry",3,"2010-01-07",17,1942,,6459.305,1241.501,2465.099,15048.6
"AL","Barry",3,"2010-01-07",18,1964,,6599.385,1263.701,2591.2,15321.2
"AL","Barry",3,"2010-01-07",19,1953,,6593.938,1258.799,2612.501,15240.6
"AL","Barry",3,"2010-01-07",20,1907,,6598.366,1238.699,2566.701,14923.6
"AL","Barry",3,"2010-01-07",21,1878,,6601.064,1228.501,2573.3,14753.5
"AL","Barry",3,"2010-01-07",22,1764,,6599.93,1185.099,2587.401,14024.7
"AL","Barry",3,"2010-01-07",23,1715,,6593.247,1166.3,2670.1,13715.7
"AL","Barry",3,"2010-01-08",0,1604,,6212.87,1095.4,2593.5,12828.6
"AL","Barry",3,"2010-01-08",1,1696,,6524.411,1155.1,2619.9,13580.1
"AL","Barry",3,"2010-01-08",2,1716,,6598.549,1169.2,2613.499,13744.7
"AL","Barry",3,"2010-01-08",3,1641,,6617.066,1142.199,2611.8,13284
"AL","Barry",3,"2010-01-08",4,1646,,6635.382,1147.499,2622.699,13346.4
"AL","Barry",3,"2010-01-08",5,1705,,6591.807,1163.8,2665.299,13662.3
"AL","Barry",3,"2010-01-08",6,1919,,6513.548,1239.001,2728.8,14986.2
"AL","Barry",3,"2010-01-08",7,1980,,6540.269,1259.599,2747.399,15270.8
"AL","Barry",3,"2010-01-08",8,2023,,6525.465,1282.4,2680.699,15627.7
"AL","Barry",3,"2010-01-08",9,2034,,6316.103,1284.5,2641.6,15676.7
"AL","Barry",3,"2010-01-08",10,2013,,6287.446,1278.3,2635.6,15576.3
"AL","Barry",3,"2010-01-08",11,1865,,6214.021,1223.3,2581.699,14672.3
"AL","Barry",3,"2010-01-08",12,1704,,6185.394,1162.899,2580.201,13645.4
"AL","Barry",3,"2010-01-08",13,1639,,6249.482,1137.301,2663.599,13245.6
"AL","Barry",3,"2010-01-08",14,1699,,6293.384,1164.2,2641.1,13649.5
"AL","Barry",3,"2010-01-08",15,1917,,6247.469,1245.401,2586.7,15061.3
"AL","Barry",3,"2010-01-08",16,2056,,6301.588,1289.7,2625.1,15787.9
"AL","Barry",3,"2010-01-08",17,2060,,6345.794,1296.1,2585.5,15855.3
"AL","Barry",3,"2010-01-08",18,2064,,6323.704,1298.2,2629.101,15881.2
"AL","Barry",3,"2010-01-08",19,2051,,6040.002,1272.601,2701.6,15630.8
"AL","Barry",3,"2010-01-08",20,2063,,6158.273,1285.2,2545.6,15733.8
"AL","Barry",3,"2010-01-08",21,2029,,5740.112,1236.201,2523.4,15282.1
"AL","Barry",3,"2010-01-08",22,1996,,5400.727,1197.9,2605.5,14918.3
"AL","Barry",3,"2010-01-08",23,2000,,5380.935,1199.901,2661.399,14946.3
"AL","Barry",3,"2010-01-09",0,1870,,5363.838,1158.5,2565.3,14262.8
"AL","Barry",3,"2010-01-09",1,1898,,5288.359,1160.201,2622.001,14364.5
"AL","Barry",3,"2010-01-09",2,1954,,5249.712,1178.1,2642.599,14645.8
"AL","Barry",3,"2010-01-09",3,1962,,5245.236,1178.601,2677.8,14668.1
"AL","Barry",3,"2010-01-09",4,1956,,5224.138,1173,2711.901,14615.6
"AL","Barry",3,"2010-01-09",5,1977,,5293.813,1187.2,2609.601,14806.1
"AL","Barry",3,"2010-01-09",6,1946,,5174.229,1174.999,2622,14698.6
"AL","Barry",3,"2010-01-09",7,1909,,5089.779,1158,2736.8,14496.9
"AL","Barry",3,"2010-01-09",8,1893,,5012.683,1145.1,2841.401,14374.3
"AL","Barry",3,"2010-01-09",9,1948,,4944.291,1138.8,2851.001,14318.7
"AL","Barry",3,"2010-01-09",10,1987,,5404.53,1193.801,2945.3,14741.6
"AL","Barry",3,"2010-01-09",11,2014,,5691.808,1234.699,2845.7,15194.8
"AL","Barry",3,"2010-01-09",12,1998,,5701.074,1224,2798.8,15065.3
"AL","Barry",3,"2010-01-09",13,1929,,5746.228,1204.8,2846.8,14778
"AL","Barry",3,"2010-01-09",14,1899,,5443.363,1170,3003.801,14464.1
"AL","Barry",3,"2010-01-09",15,1915,,5611.144,1195.9,2850.6,14701.6
"AL","Barry",3,"2010-01-09",16,1978,,5865.74,1240.5,2740.2,15203.6
"AL","Barry",3,"2010-01-09",17,2049,,5940.594,1271.8,2649.901,15616.7
"AL","Barry",3,"2010-01-09",18,2059,,6060.398,1285.199,2675.5,15752.1
"AL","Barry",3,"2010-01-09",19,2062,,6201.106,1294.7,2597.901,15848.3
"AL","Barry",3,"2010-01-09",20,2062,,6215.914,1296.6,2623.999,15874.8
"AL","Barry",3,"2010-01-09",21,2066,,6240.521,1300.901,2655.499,15919.8
"AL","Barry",3,"2010-01-09",22,2066,,6251.925,1301.9,2718.4,15931.7
"AL","Barry",3,"2010-01-09",23,2067,,6223.528,1303.101,2717.2,15945.7
"AL","Barry",3,"2010-01-10",0,2070,,6178.235,1302.6,2729.2,15944.5
"AL","Barry",3,"2010-01-10",1,2072,,6143.742,1300.099,2621.999,15926.9
"AL","Barry",3,"2010-01-10",2,2075,,6123.049,1306.801,2633.9,15997.2
"AL","Barry",3,"2010-01-10",3,2079,,6096.252,1305.999,2620,15992.2
"AL","Barry",3,"2010-01-10",4,2083,,6145.858,1308.8,2653.1,16022.2
"AL","Barry",3,"2010-01-10",5,2079,,6173.264,1309.799,2642.399,16037.4
"AL","Barry",3,"2010-01-10",6,2080,,6149.47,1304.199,2614.699,15987
"AL","Barry",3,"2010-01-10",7,2081,,6217.17,1312.099,2634.701,16063.9
"AL","Barry",3,"2010-01-10",8,2054,,6260.876,1297.301,2607.801,15853.7
"AL","Barry",3,"2010-01-10",9,2035,,6233.421,1282.3,2592.9,15668.3
"AL","Barry",3,"2010-01-10",10,2041,,6271.746,1284.799,2603.4,15709.8
"AL","Barry",3,"2010-01-10",11,2033,,6295.814,1282.2,2616.4,15662.4
"AL","Barry",3,"2010-01-10",12,1937,,6272.921,1252.8,2613.199,15170.9
"AL","Barry",3,"2010-01-10",13,1835,,6022.394,1200.6,2698.2,14500.5
"AL","Barry",3,"2010-01-10",14,1672,,5527.015,1101.7,2853.099,13273.6
"AL","Barry",3,"2010-01-10",15,1491,,4510.29,957.1,2779.1,11704.7
"AL","Barry",3,"2010-01-10",16,1700,,5161.324,1103.2,2868.101,13502.7
"AL","Barry",3,"2010-01-10",17,1982,,5875.821,1258.2,2636.7,15434.4
"AL","Barry",3,"2010-01-10",18,2027,,6102.028,1299.1,2515.5,15836.7
"AL","Barry",3,"2010-01-10",19,2045,,6138.388,1314.199,2560.3,16024.6
"AL","Barry",3,"2010-01-10",20,2059,,6122.321,1315.9,2591.699,16065.4
"AL","Barry",3,"2010-01-10",21,2002,,6154.717,1298.3,2519,15751.5
"AL","Barry",3,"2010-01-10",22,2036,,6165.635,1310.6,2537.6,15954.6
"AL","Barry",3,"2010-01-10",23,2038,,6163.545,1307.599,2511.7,15932.3
"AL","Barry",3,"2010-01-11",0,2039,,6195.249,1305.3,2473.8,15911.7
"AL","Barry",3,"2010-01-11",1,2054,,6183.626,1310.599,2470.399,16017.5
"AL","Barry",3,"2010-01-11",2,2067,,6149.546,1307.499,2461.801,16001.3
"AL","Barry",3,"2010-01-11",3,2074,,6118.25,1308.9,2436.9,16018.2
"AL","Barry",3,"2010-01-11",4,2079,,6144.459,1312.4,2467.7,16058.4
"AL","Barry",3,"2010-01-11",5,2079,,6088.375,1308.8,2533.3,16035.3
"AL","Barry",3,"2010-01-11",6,2084,,6017.78,1303.501,2513.901,15987.6
"AL","Barry",3,"2010-01-11",7,2081,,5981.474,1307.201,2515.001,16018.3
"AL","Barry",3,"2010-01-11",8,2069,,5848.932,1300.5,2488.199,15924.3
"AL","Barry",3,"2010-01-11",9,2057,,5764.292,1288.2,2465.3,15775.4
"AL","Barry",3,"2010-01-11",10,2044,,5767.662,1287.1,2519.401,15743.7
"AL","Barry",3,"2010-01-11",11,2042,,5885.952,1289.6,2452.5,15761.6
"AL","Barry",3,"2010-01-11",12,1893,,5820.031,1224.8,2392.5,14836.7
"AL","Barry",3,"2010-01-11",13,1630,,4817.311,1046.8,2374.9,12804.4
"AL","Barry",3,"2010-01-11",14,1507,,4754.915,993.701,2787.3,12010.1
"AL","Barry",3,"2010-01-11",15,1579,,5236.536,1060.399,2693.601,12743.7
"AL","Barry",3,"2010-01-11",16,1651,,5332.382,1091.3,2467.1,13148.6
"AL","Barry",3,"2010-01-11",17,1725,,5371.874,1117.8,2448.7,13541.5
"AL","Barry",3,"2010-01-11",18,1806,,5722.68,1178.601,2625,14136.9
"AL","Barry",3,"2010-01-11",19,1846,,5986.284,1215.299,2488.801,14500.2
"AL","Barry",3,"2010-01-11",20,1844,,5975.866,1209.399,2477.499,14428.9
"AL","Barry",3,"2010-01-11",21,1833,,5945.448,1206.899,2484.001,14391.7
"AL","Barry",3,"2010-01-11",22,1811,,5939.788,1205.701,2481.899,14337.7
"AL","Barry",3,"2010-01-11",23,1762,,5938.433,1184.599,2493.2,14024.6
"AL","Barry",3,"2010-01-12",0,1740,,5625.209,1150.699,2657.701,13747.9
"AL","Barry",3,"2010-01-12",1,1884,,5322.156,1180.3,2737.701,14559.2
"AL","Barry",3,"2010-01-12",2,1944,,5469.36,1209.4,2722.6,14914.6
"AL","Barry",3,"2010-01-12",3,2011,,5934.267,1274.1,2485.199,15551.7
"AL","Barry",3,"2010-01-12",4,2023,,5939.876,1285.201,2507.2,15665.6
"AL","Barry",3,"2010-01-12",5,2019,,5867.751,1279.801,2504.4,15593.2
"AL","Barry",3,"2010-01-12",6,1941,,5513.078,1223.4,2571.9,14995.5
"AL","Barry",3,"2010-01-12",7,1984,,5559.861,1245.5,2701.3,15268.1
"AL","Barry",3,"2010-01-12",8,2011,,5751.961,1266,2647.9,15468
"AL","Barry",3,"2010-01-12",9,1923,,5538.506,1217.901,2690,14890.1
"AL","Barry",3,"2010-01-12",10,1899,,5444.464,1207,2731.2,14752.2
"AL","Barry",3,"2010-01-12",11,1802,,4859.604,1123.8,2976,13900.8
"AL","Barry",3,"2010-01-12",12,1630,,4375.478,1015.9,2409.8,12620.5
"AL","Barry",3,"2010-01-12",13,1275,,4556.429,905.95,2724.3,10464.45
"AL","Barry",3,"2010-01-12",14,1054,,3927.23,743.25,2738.95,8388.05
"AL","Barry",3,"2010-01-12",15,1136,,3889.348,803.4,2739.6,9477.4
"AL","Barry",3,"2010-01-12",16,1541,,4458.603,992.7,2687.7,12131.4
"AL","Barry",3,"2010-01-12",17,2000,,5944.897,1285.7,2420.3,15614.4
"AL","Barry",3,"2010-01-12",18,2016,,6041.317,1301,2417.699,15777.2
"AL","Barry",3,"2010-01-12",19,2016,,6132.726,1307.901,2425.9,15851.8
"AL","Barry",3,"2010-01-12",20,2019,,6190.24,1311,2378.001,15890.2
"AL","Barry",3,"2010-01-12",21,2020,,6201.551,1316.3,2390.5,15950.4
"AL","Barry",3,"2010-01-12",22,2024,,6211.562,1317.499,2374.801,15971.4
"AL","Barry",3,"2010-01-12",23,2027,,6229.576,1316,2387.299,15963.7
"AL","Barry",3,"2010-01-13",0,2029,,6232.183,1311.101,2358.1,15922.5
"AL","Barry",3,"2010-01-13",1,2028,,6271.486,1312.601,2282.299,15939.6
"AL","Barry",3,"2010-01-13",2,2022,,6184.587,1302.001,2280.499,15836.3
"AL","Barry",3,"2010-01-13",3,2028,,6232.49,1308.801,2274.799,15904.8
"AL","Barry",3,"2010-01-13",4,2026,,6222.483,1305.701,2271.9,15869.7
"AL","Barry",3,"2010-01-13",5,2036,,6175.566,1309.5,2266.8,15964.3
"AL","Barry",3,"2010-01-13",6,2065,,6194.213,1316.499,2194.901,16067.9
"AL","Barry",3,"2010-01-13",7,2046,,5896.201,1293.5,2206.599,15832.3
"AL","Barry",3,"2010-01-13",8,2021,,5689.986,1266.801,2182.4,15563.3
"AL","Barry",3,"2010-01-13",9,2015,,5596.269,1257.801,2210.7,15462.7
"AL","Barry",3,"2010-01-13",10,1992,,5580.38,1250.2,2218,15326.7
"AL","Barry",3,"2010-01-13",11,1988,,5567.159,1249.001,2263.5,15301.4
"AL","Barry",3,"2010-01-13",12,1956,,5541.873,1241.799,2238.1,15169.9
"AL","Barry",3,"2010-01-13",13,1867,,5459.459,1210.7,2222.5,14717
"AL","Barry",3,"2010-01-13",14,1688,,4892.969,1091.5,2302.5,13350.7
"AL","Barry",3,"2010-01-13",15,1673,,4875.893,1079.001,2341.3,13246.3
"AL","Barry",3,"2010-01-13",16,1907,,5656.398,1228.501,2469,15058.4
"AL","Barry",3,"2010-01-13",17,2029,,6181.186,1311.6,2334.201,15930.4
"AL","Barry",3,"2010-01-13",18,2038,,6265.507,1329.3,2158.001,16115.2
"AL","Barry",3,"2010-01-13",19,2042,,6299.519,1329.999,2229.401,16130.6
"AL","Barry",3,"2010-01-13",20,2048,,6258.53,1327.6,2205.6,16116.9
"AL","Barry",3,"2010-01-13",21,2044,,6210.245,1316.501,2179.001,16018.4
"AL","Barry",3,"2010-01-13",22,2030,,6197.682,1312.4,2178.201,15935.3
"AL","Barry",3,"2010-01-13",23,2034,,6133.287,1301.799,2176.301,15834.3
"AL","Barry",3,"2010-01-14",0,2033,,6126.289,1303.8,2167.9,15855.5
"AL","Barry",3,"2010-01-14",1,2033,,6101.981,1304.401,2178.901,15857.3
"AL","Barry",3,"2010-01-14",2,2050,,6050.761,1303.4,2178.8,15900.6
"AL","Barry",3,"2010-01-14",3,2052,,5962.961,1296.5,2107.599,15835.2
"AL","Barry",3,"2010-01-14",4,2053,,5945.362,1298.4,2102.7,15854.2
"AL","Barry",3,"2010-01-14",5,2060,,5940.77,1301.2,2120.899,15888.2
"AL","Barry",3,"2010-01-14",6,2056,,5922.465,1294.1,2153.101,15814.5
