"State","Facility Name","Facility ID","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"AL","Barry",3,"2010-06-01",15,1988,,3213.626,1382.7,1518.1,16370
"AL","Barry",3,"2010-06-01",16,1939,,3024.729,1332.9,1601.8,15885.6
"AL","Barry",3,"2010-06-01",17,1889,,2859.129,1298.4,1539.3,15550.4
"AL","Barry",3,"2010-06-01",18,1885,,2914.547,1319.6,1553.6,15770.5
"AL","Barry",3,"2010-06-01",19,1883,,2964.553,1327.6,1596.8,15851.2
"AL","Barry",3,"2010-06-01",20,1925,,3684.942,1446.05,1572.65,16227.675
"AL","Barry",3,"2010-06-01",21,1577,,4352.189,1386.7,1549.6,14559.9
"AL","Barry",3,"2010-06-01",22,1444,,3926.33,1281.3,1718,13210.4
"AL","Barry",3,"2010-06-01",23,1348,,3704.849,1176.7,1637.4,12204.1
"AL","Barry",3,"2010-06-02",0,1342,,3663.453,1177.6,1590.5,12216.6
"AL","Barry",3,"2010-06-02",1,1156,,3128.853,1006.4,1642.2,10547.7
"AL","Barry",3,"2010-06-02",2,1007,,2239.551,825.9,1334.3,8786.4
"AL","Barry",3,"2010-06-02",3,1005,,2604.94,858.2,1599.6,9093.9
"AL","Barry",3,"2010-06-02",4,1142,,3287.033,986.975,2002.15,10484.45
"AL","Barry",3,"2010-06-02",5,1342,,3469.798,1118.5,1766.4,12301.65
"AL","Barry",3,"2010-06-02",6,1463,,3332.735,1123,1918.8,13143.7
"AL","Barry",3,"2010-06-02",7,1675,,2987.614,1167.6,1509.6,14124.2
"AL","Barry",3,"2010-06-02",8,1879,,3225.538,1320.3,1618.2,15769.9
"AL","Barry",3,"2010-06-02",9,2210,,5498.325,1629.4,2136.8,18843.9
"AL","Barry",3,"2010-06-02",10,2081,,9540.683,1480.9,1613.9,17368.5
"AL","Barry",3,"2010-06-02",11,2187,,4030.771,1582.3,1691.5,18347.7
"AL","Barry",3,"2010-06-02",12,2235,,4923.437,1670.7,2088.9,19186.1
"AL","Barry",3,"2010-06-02",13,2012,,4270.999,1430.5,2097.3,16816.4
"AL","Barry",3,"2010-06-02",14,2041,,3829.329,1451.8,1611.9,17045.2
"AL","Barry",3,"2010-06-02",15,2043,,3819.42,1451.8,1596,17039.4
"AL","Barry",3,"2010-06-02",16,1858,,3564.125,1329.1,1848.9,15845.2
"AL","Barry",3,"2010-06-02",17,1827,,3487.808,1301.8,1776.4,15568.9
"AL","Barry",3,"2010-06-02",18,1833,,3482.426,1305.6,1827.6,15619
"AL","Barry",3,"2010-06-02",19,1822,,3515.395,1311.5,1767.4,15655.3
"AL","Barry",3,"2010-06-02",20,1555,,3386.61,1188.75,1805.325,13697.55
"AL","Barry",3,"2010-06-02",21,1016,,2808.94,934.3,1589.9,9835.7
"AL","Barry",3,"2010-06-02",22,1017,,2681.148,920.7,1470.9,9708
"AL","Barry",3,"2010-06-02",23,1070,,2794.449,968.5,1994.2,10174
"AL","Barry",3,"2010-06-03",0,987,,2751.883,914.1,1454.2,9599.8
"AL","Barry",3,"2010-06-03",1,994,,2695.016,911.8,1444.2,9599.7
"AL","Barry",3,"2010-06-03",2,975,,2739.137,908.6,1454.5,9512.2
"AL","Barry",3,"2010-06-03",3,1061,,2676.163,958.025,1517.6,10362.425
"AL","Barry",3,"2010-06-03",4,1191,,2639.023,1007.7,1529.9,11240.5
"AL","Barry",3,"2010-06-03",5,1434,,2677.261,1093.525,1631.4,12663.75
"AL","Barry",3,"2010-06-03",6,1280,,2682.203,1063.4,1478.7,12189.7
"AL","Barry",3,"2010-06-03",7,1417,,2470.805,1066.7,1374,12504.1
"AL","Barry",3,"2010-06-03",8,1581,,2441.193,1104.6,1342.7,13217.1
"AL","Barry",3,"2010-06-03",9,1623,,2477.927,1119.4,1368.6,13453.6
"AL","Barry",3,"2010-06-03",10,1811,,3136.179,1314.4,1604.2,15391
"AL","Barry",3,"2010-06-03",11,2064,,4102.416,1562.8,1699.8,17836.4
"AL","Barry",3,"2010-06-03",12,2010,,3779.118,1490.1,1558,17131.8
"AL","Barry",3,"2010-06-03",13,2195,,4730.595,1681.9,1624.9,19054.3
"AL","Barry",3,"2010-06-03",14,2206,,4797.065,1699.5,1715.7,19204.9
"AL","Barry",3,"2010-06-03",15,2147,,4522.506,1635.1,1597.1,18536.4
"AL","Barry",3,"2010-06-03",16,1885,,2944.241,1319.4,1490.9,15624.2
"AL","Barry",3,"2010-06-03",17,1806,,2365.007,1181,1322.5,14390.9
"AL","Barry",3,"2010-06-03",18,1758,,2181.825,1138.2,1227.6,13986.2
"AL","Barry",3,"2010-06-03",19,1790,,2248.837,1168.3,1265.4,14289.4
"AL","Barry",3,"2010-06-03",20,1628,,2206.473,1089.8,1233.9,13197.9
"AL","Barry",3,"2010-06-03",21,1183,,2339.534,940,1278.5,10309.2
"AL","Barry",3,"2010-06-03",22,1100,,3635.7,1107,1528,10789.4
"AL","Barry",3,"2010-06-03",23,1086,,3649.5,1077.4,1313.2,10501.1
"AL","Barry",3,"2010-06-04",0,762,,2379.2,739.4,1304.7,7206.9
"AL","Barry",3,"2010-06-04",1,740,,2264.1,725.5,1149.5,7071.3
"AL","Barry",3,"2010-06-04",2,740,,2284.9,728.8,1174.7,7102.9
"AL","Barry",3,"2010-06-04",3,740,,2287.2,727.5,1186.9,7090.9
"AL","Barry",3,"2010-06-04",4,806,,2312.477,757.175,1205.275,7574.65
"AL","Barry",3,"2010-06-04",5,1084,,2275.598,895.2,1320.8,9845.025
"AL","Barry",3,"2010-06-04",6,1361,,2271.368,1006.2,1272.1,11747.9
"AL","Barry",3,"2010-06-04",7,1724,,2301.779,1147.5,1352.6,13974.7
"AL","Barry",3,"2010-06-04",8,1956,,2670.247,1346.4,1511.6,16030.7
"AL","Barry",3,"2010-06-04",9,2255,,4331.436,1674.4,1733.4,19219.2
"AL","Barry",3,"2010-06-04",10,2305,,4644.147,1722.9,1718.9,19699.8
"AL","Barry",3,"2010-06-04",11,2296,,4285.543,1681.5,1631,19364.3
"AL","Barry",3,"2010-06-04",12,2328,,4618.475,1717.5,1717.7,19739
"AL","Barry",3,"2010-06-04",13,2249,,4146.575,1625.3,1520.6,18839.8
"AL","Barry",3,"2010-06-04",14,2163,,3713.98,1527.5,1430.7,17889.7
"AL","Barry",3,"2010-06-04",15,2054,,3430.174,1435.4,1527.4,16986.7
"AL","Barry",3,"2010-06-04",16,2049,,3411.658,1448.5,1448.6,17031.7
"AL","Barry",3,"2010-06-04",17,2132,,3800.544,1537.1,1550.7,17888.1
"AL","Barry",3,"2010-06-04",18,1974,,3585.946,1418.8,1544,16734.4
"AL","Barry",3,"2010-06-04",19,1930,,3315.736,1357.7,1399.4,16134.3
"AL","Barry",3,"2010-06-04",20,1826,,2484.626,1201.1,1252.2,14599.6
"AL","Barry",3,"2010-06-04",21,1897,,2614.943,1276.5,1416.3,15345.6
"AL","Barry",3,"2010-06-04",22,1840,,2436.985,1245.8,1411.7,14937.6
"AL","Barry",3,"2010-06-04",23,1651,,3698.926,1364.025,1645.375,14784.2
"AL","Barry",3,"2010-06-05",0,1460,,3103.954,1167.3,1413.1,12746.4
"AL","Barry",3,"2010-06-05",1,1310,,2178.638,976.5,1146.1,10947.7
"AL","Barry",3,"2010-06-05",2,1245,,1958.382,920.4,947.8,10359.7
"AL","Barry",3,"2010-06-05",3,1209,,1946.24,894.5,840.6,10079.2
"AL","Barry",3,"2010-06-05",4,1148,,2016.913,884.7,856.3,9822.4
"AL","Barry",3,"2010-06-05",5,1272,,2296.835,984.875,1010.525,10955.475
"AL","Barry",3,"2010-06-05",6,1596,,2972.753,1266.9,1159.5,14208.4
"AL","Barry",3,"2010-06-05",7,1884,,3568.361,1427.8,1397.4,16412.5
"AL","Barry",3,"2010-06-05",8,2134,,4042.428,1536.7,1638.3,17875
"AL","Barry",3,"2010-06-05",9,2255,,4725.431,1667.7,1582.8,19222.1
"AL","Barry",3,"2010-06-05",10,2327,,5364.069,1762.4,1748.7,20171.2
"AL","Barry",3,"2010-06-05",11,2187,,4509.366,1571,1386.2,18302.7
"AL","Barry",3,"2010-06-05",12,2304,,5066.866,1726.1,1561.5,19816.1
"AL","Barry",3,"2010-06-05",13,2147,,4437.058,1536.2,1401.8,17958.4
"AL","Barry",3,"2010-06-05",14,1948,,3782.346,1380.9,1368.4,16438.2
"AL","Barry",3,"2010-06-05",15,1906,,2739.063,1249.7,1236.6,15169.4
"AL","Barry",3,"2010-06-05",16,2102,,3791.245,1509.1,1438.7,17684.7
"AL","Barry",3,"2010-06-05",17,1979,,3707.296,1400,1460.3,16587.4
"AL","Barry",3,"2010-06-05",18,1851,,3086.797,1262.3,1440.8,15245.2
"AL","Barry",3,"2010-06-05",19,1869,,2462.698,1213.8,1381.6,14775.7
"AL","Barry",3,"2010-06-05",20,1909,,2720.499,1273.3,1389.2,15354.9
"AL","Barry",3,"2010-06-05",21,1824,,2476.917,1185.8,1347,14515.3
"AL","Barry",3,"2010-06-05",22,1672,,2495.456,1136.1,1423.3,13636.1
"AL","Barry",3,"2010-06-05",23,1439,,4357.986,1277.925,1611.65,13147.275
"AL","Barry",3,"2010-06-06",0,1186,,4737.1,1225.8,1716.7,11946.7
"AL","Barry",3,"2010-06-06",1,987,,3867.9,1011.5,1891.9,9858.2
"AL","Barry",3,"2010-06-06",2,810,,2507.7,775.2,1498.2,7555.9
"AL","Barry",3,"2010-06-06",3,742,,2318.3,715,1327.6,6968.9
"AL","Barry",3,"2010-06-06",4,740,,2229.9,705,1137.5,6871.3
"AL","Barry",3,"2010-06-06",5,775,,2373.133,748.125,1198.925,7456.175
"AL","Barry",3,"2010-06-06",6,1147,,3473.731,1053,1666.45,11336.8
"AL","Barry",3,"2010-06-06",7,1582,,3335.461,1183.8,1570.2,14033.25
"AL","Barry",3,"2010-06-06",8,1706,,3202.873,1210.3,1582.3,14581.9
"AL","Barry",3,"2010-06-06",9,1744,,3288.482,1241.6,1674.9,14963.05
"AL","Barry",3,"2010-06-06",10,1962,,3614.646,1427,1872.3,16813.5
"AL","Barry",3,"2010-06-06",11,2143,,4397.146,1606.2,1730.6,18561.6
"AL","Barry",3,"2010-06-06",12,2176,,4466.134,1628.7,1713.6,18773.6
"AL","Barry",3,"2010-06-06",13,2199,,4476.822,1633.4,1732.6,18809.7
"AL","Barry",3,"2010-06-06",14,2226,,4706.022,1665.8,1739.7,19127.6
"AL","Barry",3,"2010-06-06",15,2255,,4902.121,1704.501,1784.799,19503.1
"AL","Barry",3,"2010-06-06",16,2267,,4957.819,1712.501,1718.7,19578.6
"AL","Barry",3,"2010-06-06",17,2214,,4437.121,1645.899,1719.3,18931.6
"AL","Barry",3,"2010-06-06",18,2226,,4450.334,1660.8,1663.2,19085.6
"AL","Barry",3,"2010-06-06",19,2264,,4825.946,1717.301,1790.2,19644.1
"AL","Barry",3,"2010-06-06",20,2203,,4859.742,1655.701,1739.3,19041.7
"AL","Barry",3,"2010-06-06",21,2104,,4884.643,1564,1671.401,18147.3
"AL","Barry",3,"2010-06-06",22,2069,,4668.128,1540.501,1466.6,17908.9
"AL","Barry",3,"2010-06-06",23,2184,,4787.645,1652.1,1611.9,19011.1
"AL","Barry",3,"2010-06-07",0,1972,,4146.038,1423.801,1412.099,16781.1
"AL","Barry",3,"2010-06-07",1,1731,,2600.008,1177.499,1226.899,14286.2
"AL","Barry",3,"2010-06-07",2,1655,,2522.225,1140.4,1213.601,13726.2
"AL","Barry",3,"2010-06-07",3,1672,,2545.278,1145.9,1203.1,13818.1
"AL","Barry",3,"2010-06-07",4,1679,,2922.908,1203.799,1399.7,14403.2
"AL","Barry",3,"2010-06-07",5,1634,,3280.138,1231.799,1590.301,14556.4
"AL","Barry",3,"2010-06-07",6,1636,,3351.232,1241.8,1663.5,14651.8
"AL","Barry",3,"2010-06-07",7,1677,,3399.816,1256.5,1700.3,14853.7
"AL","Barry",3,"2010-06-07",8,1826,,3545.69,1341.8,1933.299,15947.5
"AL","Barry",3,"2010-06-07",9,2235,,4878.551,1692.4,2607.7,19405.2
"AL","Barry",3,"2010-06-07",10,2451,,6283.149,1891.3,2737.2,21342.6
"AL","Barry",3,"2010-06-07",11,2498,,6436.946,1909.499,2807.8,21519.1
"AL","Barry",3,"2010-06-07",12,2584,,7128.251,1986.701,2977.201,22274.1
"AL","Barry",3,"2010-06-07",13,2588,,7281.313,2001.801,2877.5,22395.2
"AL","Barry",3,"2010-06-07",14,2580,,7242.869,1992.6,2849.901,22273.9
"AL","Barry",3,"2010-06-07",15,2621,,7723.983,2033.8,2676.3,22687.5
"AL","Barry",3,"2010-06-07",16,2595,,7574.799,2004.4,2639.7,22410.1
"AL","Barry",3,"2010-06-07",17,2326,,6157.232,1731.699,2565,19775.8
"AL","Barry",3,"2010-06-07",18,2004,,4255.245,1392.2,2354.601,16478
"AL","Barry",3,"2010-06-07",19,2097,,4635.231,1516.2,2510.8,17673.7
"AL","Barry",3,"2010-06-07",20,1931,,4151.486,1357.8,2283.299,16030.6
"AL","Barry",3,"2010-06-07",21,1716,,4118.692,1253.4,2231.676,14384.4
"AL","Barry",3,"2010-06-07",22,1215,,4174.026,1054.675,2223.176,10999.35
"AL","Barry",3,"2010-06-07",23,1145,,4077.135,1039.2,2165.6,10784.9
"AL","Barry",3,"2010-06-08",0,1119,,3945.374,1018.3,2149.4,10537.7
"AL","Barry",3,"2010-06-08",1,1127,,3933.086,1021.8,2260.8,10580.6
"AL","Barry",3,"2010-06-08",2,1131,,3928.088,1025.6,2253.599,10619
"AL","Barry",3,"2010-06-08",3,1134,,3915.983,1021.7,2238,10577.1
"AL","Barry",3,"2010-06-08",4,1140,,3874.792,1021.701,2235.3,10581.8
"AL","Barry",3,"2010-06-08",5,1189,,3778.668,1024.6,2203.325,10665.175
"AL","Barry",3,"2010-06-08",6,1385,,3867.849,1134.126,2289.975,12492.1
"AL","Barry",3,"2010-06-08",7,1720,,4189.236,1285.1,2246.8,14864.8
"AL","Barry",3,"2010-06-08",8,1855,,4284.283,1331.401,2369,15630
"AL","Barry",3,"2010-06-08",9,2090,,4797.92,1503.6,3411.3,17613.2
"AL","Barry",3,"2010-06-08",10,2316,,5814.924,1722.2,3361.001,19747.4
"AL","Barry",3,"2010-06-08",11,2430,,6619.892,1848.499,2805,20956.3
"AL","Barry",3,"2010-06-08",12,2508,,7258.86,1939.3,2809.9,21749.2
"AL","Barry",3,"2010-06-08",13,2527,,7096.393,1928.7,3015.5,21668
"AL","Barry",3,"2010-06-08",14,2607,,7759.394,2008.1,2951.6,22512.5
"AL","Barry",3,"2010-06-08",15,2641,,8024.885,2039.6,2947.799,22814.5
"AL","Barry",3,"2010-06-08",16,2512,,7681.675,1933.2,2942.9,21699.3
"AL","Barry",3,"2010-06-08",17,2309,,6734.835,1753.6,2984.7,19851.2
"AL","Barry",3,"2010-06-08",18,2291,,6065.219,1729.7,2735.2,19676.7
"AL","Barry",3,"2010-06-08",19,2404,,6492.671,1823.1,2684.501,20694.7
"AL","Barry",3,"2010-06-08",20,2361,,7025.978,1860.6,2896.7,20712.9
"AL","Barry",3,"2010-06-08",21,1827,,7635.866,1644.45,2678.299,16425.45
"AL","Barry",3,"2010-06-08",22,1451,,6933.401,1462.3,2652.6,14253.1
"AL","Barry",3,"2010-06-08",23,1232,,5684.999,1254.5,2623.199,12227.3
"AL","Barry",3,"2010-06-09",0,1192,,5618.8,1219.199,2434.8,11882.7
"AL","Barry",3,"2010-06-09",1,950,,4192.6,952.5,2166.201,9283
"AL","Barry",3,"2010-06-09",2,929,,3882.7,911.699,2011.1,8885.6
"AL","Barry",3,"2010-06-09",3,958,,3909.7,941.799,2023.3,9180.2
"AL","Barry",3,"2010-06-09",4,1097,,4329.3,1081,2294.9,10536.2
"AL","Barry",3,"2010-06-09",5,1228,,5039.014,1160.75,2386.15,11533.8
"AL","Barry",3,"2010-06-09",6,1706,,6241.64,1497.6,3276.75,15745.8
"AL","Barry",3,"2010-06-09",7,2374,,7773.834,1950.8,2669,21351.4
"AL","Barry",3,"2010-06-09",8,2450,,6909.73,1853.5,2793.2,20964
"AL","Barry",3,"2010-06-09",9,2598,,7547.362,1987.2,3049.6,22356.3
"AL","Barry",3,"2010-06-09",10,2664,,7820.276,2047.901,2810.801,22957.3
"AL","Barry",3,"2010-06-09",11,2691,,8004.785,2076.499,2806.5,23245.6
"AL","Barry",3,"2010-06-09",12,2673,,7821.883,2063.901,2798.7,23122
"AL","Barry",3,"2010-06-09",13,2689,,7848.277,2076.6,2802.001,23239.2
"AL","Barry",3,"2010-06-09",14,2455,,6635.271,1841.9,2868.8,20947.1
"AL","Barry",3,"2010-06-09",15,2076,,4736.762,1483.2,2757.3,17444.7
"AL","Barry",3,"2010-06-09",16,2242,,5204.259,1624.7,2739,18823.8
"AL","Barry",3,"2010-06-09",17,2264,,5554.956,1669.5,2797.4,19256.6
"AL","Barry",3,"2010-06-09",18,2467,,6492.96,1878,2934.5,21292.7
"AL","Barry",3,"2010-06-09",19,2643,,7448.668,2044.6,2813.2,22921.8
"AL","Barry",3,"2010-06-09",20,2529,,6966.964,1921,2760,21714.1
"AL","Barry",3,"2010-06-09",21,2001,,4811.856,1441.674,3052.15,16684.85
"AL","Barry",3,"2010-06-09",22,1797,,5513.955,1514.8,2770.55,16346.7
"AL","Barry",3,"2010-06-09",23,1763,,5983.884,1588.8,2807.699,16947.6
"AL","Barry",3,"2010-06-10",0,1756,,5966.872,1571.7,2760.399,16771.2
"AL","Barry",3,"2010-06-10",1,1656,,5474.878,1465.1,2651.9,15736.8
"AL","Barry",3,"2010-06-10",2,1422,,4717.687,1263.7,2737,13780.5
"AL","Barry",3,"2010-06-10",3,1348,,4606.82,1216.7,2691.9,13275.3
"AL","Barry",3,"2010-06-10",4,1476,,4931.583,1317.401,2787.9,14302.3
"AL","Barry",3,"2010-06-10",5,1876,,6249.304,1614.8,2817.201,17495.6
"AL","Barry",3,"2010-06-10",6,2153,,6578.952,1754.724,2719.275,19172.15
"AL","Barry",3,"2010-06-10",7,2274,,6453.722,1798.9,2473.2,20002.2
"AL","Barry",3,"2010-06-10",8,2333,,6207.164,1747,2620.3,19877.85
"AL","Barry",3,"2010-06-10",9,2490,,7002.866,1887.299,2583.6,21386.1
"AL","Barry",3,"2010-06-10",10,2549,,7137.677,1922.1,2671.4,21732.5
"AL","Barry",3,"2010-06-10",11,2647,,7759.078,2017.4,2821.801,22663.2
"AL","Barry",3,"2010-06-10",12,2694,,8077.782,2067.8,2781.3,23156.9
"AL","Barry",3,"2010-06-10",13,2596,,7723.081,1964.899,2851.601,22152.2
"AL","Barry",3,"2010-06-10",14,2511,,7301.477,1886.099,2896.001,21383.4
"AL","Barry",3,"2010-06-10",15,2433,,6870.573,1819.7,2827.7,20731.6
"AL","Barry",3,"2010-06-10",16,2408,,6650.076,1793.599,2683.6,20480
"AL","Barry",3,"2010-06-10",17,2400,,6513.172,1782.1,2814.2,20364.7
"AL","Barry",3,"2010-06-10",18,2356,,6066.674,1725.2,2869.2,19813.2
"AL","Barry",3,"2010-06-10",19,2586,,7488.578,1985.9,2875.801,22356.7
"AL","Barry",3,"2010-06-10",20,2471,,7186.515,1899.3,2750.101,21326.2
"AL","Barry",3,"2010-06-10",21,2058,,6548.464,1704.025,2674.8,18686.7
"AL","Barry",3,"2010-06-10",22,1838,,5831.853,1529.3,2866.7,16907.3
"AL","Barry",3,"2010-06-10",23,1527,,5179.705,1285.1,2714.399,14281
"AL","Barry",3,"2010-06-11",0,1339,,5298.533,1219.3,2389.1,13311
"AL","Barry",3,"2010-06-11",1,1300,,5219.396,1201.7,2406.801,13043.1
"AL","Barry",3,"2010-06-11",2,1298,,5010.457,1180.2,2479.2,12805.6
"AL","Barry",3,"2010-06-11",3,1290,,4963.109,1177.799,2512.1,12748.8
"AL","Barry",3,"2010-06-11",4,1308,,5130.649,1187.099,2513.5,12866.15
"AL","Barry",3,"2010-06-11",5,1465,,5156.102,1253.8,2517.5,13976.1
"AL","Barry",3,"2010-06-11",6,1790,,5193.021,1368.2,2543.6,15874
"AL","Barry",3,"2010-06-11",7,2030,,5272.205,1475,2625.7,17253
"AL","Barry",3,"2010-06-11",8,2193,,5902.211,1640.5,2830.9,18871.7
"AL","Barry",3,"2010-06-11",9,2495,,7787.148,1920.399,2895.9,21627.1
"AL","Barry",3,"2010-06-11",10,2577,,8224.852,2005.9,2859.6,22462.9
"AL","Barry",3,"2010-06-11",11,2656,,9016.463,2090.8,2867.6,23296.1
"AL","Barry",3,"2010-06-11",12,2656,,8902.337,2082.3,2851.7,23267.7
"AL","Barry",3,"2010-06-11",13,2684,,8841.806,2087.1,2765.3,23361.7
"AL","Barry",3,"2010-06-11",14,2668,,8720.929,2052.7,2700.5,23110.9
"AL","Barry",3,"2010-06-11",15,2686,,8746.1,2072.2,2726.799,23352.2
"AL","Barry",3,"2010-06-11",16,2709,,8782.402,2066.9,2794.9,23302
"AL","Barry",3,"2010-06-11",17,2682,,8813.503,2038.9,2827.5,23031.3
"AL","Barry",3,"2010-06-11",18,2574,,8301.973,1964.701,2797.4,22144.6
"AL","Barry",3,"2010-06-11",19,2703,,9406.047,2090.8,2820.7,23355
"AL","Barry",3,"2010-06-11",20,2586,,8517.121,1984.2,2783.201,22299.8
"AL","Barry",3,"2010-06-11",21,2364,,7168.882,1790.3,2695.1,20241.8
"AL","Barry",3,"2010-06-11",22,2416,,7554.012,1865,2702.9,20920.7
"AL","Barry",3,"2010-06-11",23,2383,,7074.644,1776.601,2595.899,20220.7
"AL","Barry",3,"2010-06-12",0,2195,,6496.234,1634.1,2604,18616.2
"AL","Barry",3,"2010-06-12",1,1998,,5163.439,1389,2452.7,16439.975
"AL","Barry",3,"2010-06-12",2,1943,,4648.712,1313.401,2286.699,15685.9
"AL","Barry",3,"2010-06-12",3,1822,,4684.957,1268.399,2317.7,14928.3
"AL","Barry",3,"2010-06-12",4,1685,,4994.853,1254.3,2441.9,14436.5
"AL","Barry",3,"2010-06-12",5,1647,,5263.313,1269.2,2564,14483.225
"AL","Barry",3,"2010-06-12",6,1713,,5439.769,1305.901,2643.899,15020
"AL","Barry",3,"2010-06-12",7,1946,,5456.082,1398,2694.9,16487.6
"AL","Barry",3,"2010-06-12",8,2264,,6713.014,1665,2711.5,19112.125
"AL","Barry",3,"2010-06-12",9,2482,,8728.762,1996.9,2683.8,22381.3
"AL","Barry",3,"2010-06-12",10,2500,,8847.051,2020.8,2626.3,22607.6
"AL","Barry",3,"2010-06-12",11,2514,,8934.446,2029.6,2650.3,22689.8
"AL","Barry",3,"2010-06-12",12,2544,,9286.145,2067.9,2758.1,23060.1
"AL","Barry",3,"2010-06-12",13,2541,,9202.546,2066.9,2660.1,23054.7
"AL","Barry",3,"2010-06-12",14,2521,,8793.142,2039.6,2591.9,22785.2
"AL","Barry",3,"2010-06-12",15,2570,,8850.635,2087,2613.7,23308.1
"AL","Barry",3,"2010-06-12",16,2589,,8553.734,2084.6,2685.6,23286.9
"AL","Barry",3,"2010-06-12",17,2509,,7925.416,2021.3,2682.3,22657.8
"AL","Barry",3,"2010-06-12",18,2547,,7169.106,1907,2592,21536.075
"AL","Barry",3,"2010-06-12",19,2563,,8401.298,2073.6,2627.2,23156.6
"AL","Barry",3,"2010-06-12",20,2515,,8025.908,2024.9,2507.2,22688.4
"AL","Barry",3,"2010-06-12",21,2497,,7304.702,1874.7,2466.9,21146.85
"AL","Barry",3,"2010-06-12",22,2328,,7236.02,1839.6,2577.3,20819.1
"AL","Barry",3,"2010-06-12",23,2525,,7450.36,1900.4,2561.6,21439.3
"AL","Barry",3,"2010-06-13",0,2294,,6349.86,1668.199,2278,19176.5
"AL","Barry",3,"2010-06-13",1,1975,,4554.69,1349.2,1991,16018.6
"AL","Barry",3,"2010-06-13",2,1918,,4197.207,1300.001,1860.3,15477.7
"AL","Barry",3,"2010-06-13",3,1668,,4261.271,1221.401,1937.9,14058.75
"AL","Barry",3,"2010-06-13",4,1632,,4319.956,1224.1,2021.7,14004.55
"AL","Barry",3,"2010-06-13",5,1673,,4322.009,1238.7,2027.2,14254.175
"AL","Barry",3,"2010-06-13",6,1864,,4375.335,1322.101,2091.9,15576.4
"AL","Barry",3,"2010-06-13",7,1994,,4512.18,1412.9,2218.5,16630.25
"AL","Barry",3,"2010-06-13",8,2156,,5380.215,1639.1,2538.9,18861.5
"AL","Barry",3,"2010-06-13",9,2411,,7272.032,1930.1,2739.3,21708.8
"AL","Barry",3,"2010-06-13",10,2401,,7695.129,1944.3,2581.4,21846
"AL","Barry",3,"2010-06-13",11,2457,,7944.931,2012.1,2636.9,22510.3
"AL","Barry",3,"2010-06-13",12,2528,,8467.816,2076.2,2555.2,23122.7
"AL","Barry",3,"2010-06-13",13,2515,,8548.618,2073,2570.3,23093
"AL","Barry",3,"2010-06-13",14,2521,,8684.521,2063.9,2552.4,23004.5
"AL","Barry",3,"2010-06-13",15,2530,,8870.62,2076.1,2600.6,23123.5
"AL","Barry",3,"2010-06-13",16,2520,,8805.615,2068.5,2573.5,23045.3
"AL","Barry",3,"2010-06-13",17,2353,,8096.895,1906.4,2575.3,21383.3
"AL","Barry",3,"2010-06-13",18,2328,,7576.672,1862,2634.9,21004.2
"AL","Barry",3,"2010-06-13",19,2501,,8958.783,2052,2605.7,22863.5
"AL","Barry",3,"2010-06-13",20,2386,,8259.385,1926.4,2633.1,21641.3
"AL","Barry",3,"2010-06-13",21,2106,,6833.684,1657.7,2613.3,18809.7
"AL","Barry",3,"2010-06-13",22,1822,,6420.673,1491.95,2708.7,16206.3
"AL","Barry",3,"2010-06-13",23,1678,,6572.342,1477.6,2657.7,15833
"AL","Barry",3,"2010-06-14",0,1413,,4962.89,1147,2371.9,12574.9
"AL","Barry",3,"2010-06-14",1,1285,,4678.412,1098.8,2240.5,11979.2
"AL","Barry",3,"2010-06-14",2,1288,,4919.003,1134.2,2360,12319.4
"AL","Barry",3,"2010-06-14",3,1289,,5021.9,1147.5,2353.7,12448
"AL","Barry",3,"2010-06-14",4,1328,,5038.346,1164.6,2447.8,12716
"AL","Barry",3,"2010-06-14",5,1422,,4930.629,1177.1,2458.4,13106.4
"AL","Barry",3,"2010-06-14",6,1716,,5307.26,1361,2650.1,15552
"AL","Barry",3,"2010-06-14",7,2304,,6596.201,1709.4,2763,19535.825
"AL","Barry",3,"2010-06-14",8,2448,,7309.919,1842.8,2698.2,20848.2
"AL","Barry",3,"2010-06-14",9,2614,,8313.023,1992.5,2716.3,22383.1
"AL","Barry",3,"2010-06-14",10,2550,,7973.854,1918.899,2661.199,21684.8
"AL","Barry",3,"2010-06-14",11,2453,,7206.951,1817.7,2640.9,20698.5
"AL","Barry",3,"2010-06-14",12,2518,,7158.448,1879.7,2808.599,21299.5
"AL","Barry",3,"2010-06-14",13,2503,,7201.038,1871.7,2841.401,21213.6
"AL","Barry",3,"2010-06-14",14,2380,,6673.73,1747.8,2769.999,20001.4
"AL","Barry",3,"2010-06-14",15,2163,,5657.526,1525.7,2757.199,17834.7
"AL","Barry",3,"2010-06-14",16,2077,,5561.537,1492.801,2903,17449.8
"AL","Barry",3,"2010-06-14",17,2154,,5815.116,1559.6,2915.6,18086.8
"AL","Barry",3,"2010-06-14",18,1976,,5183.4,1409.6,2784.2,16613
"AL","Barry",3,"2010-06-14",19,2167,,5882.978,1572.899,2913.2,18190.5
"AL","Barry",3,"2010-06-14",20,1909,,5162.813,1386.6,2846.2,16259.2
"AL","Barry",3,"2010-06-14",21,1970,,5219.671,1416.4,2897.7,16660
"AL","Barry",3,"2010-06-14",22,2091,,5445.089,1535.5,2786.399,17764.3
